,Instrument,Date,Earnings Per Share - Mean,Earnings Per Share Reported - Mean,Earnings Per Share - Predicted Surprise PCT
1969,ROG.S,2007-02-28T00:00:00Z,11.07441,10.64338,
1970,ROG.S,2007-03-31T00:00:00Z,10.96279,10.57027,
1971,ROG.S,2007-04-30T00:00:00Z,11.06322,10.79507,
1972,ROG.S,2007-05-26T00:00:00Z,11.03759,10.72742,
1973,ROG.S,2007-06-27T00:00:00Z,11.06097,10.73472,
1974,ROG.S,2007-07-30T00:00:00Z,11.02089,10.90879,
1975,ROG.S,2007-08-28T00:00:00Z,11.00089,10.89114,
1976,ROG.S,2007-09-20T00:00:00Z,11.18355,10.97058,
1977,ROG.S,2007-10-29T00:00:00Z,11.1886,10.81123,
1978,ROG.S,2007-11-26T00:00:00Z,11.17942,10.80752,
1979,ROG.S,2007-12-21T00:00:00Z,11.0962,10.81099,
1980,ROG.S,2008-01-31T00:00:00Z,12.30844,12.24061,
1981,ROG.S,2008-02-29T00:00:00Z,12.21623,12.10802,
1982,ROG.S,2008-03-31T00:00:00Z,12.06219,11.9187,
1983,ROG.S,2008-04-30T00:00:00Z,11.72888,11.53881,
1984,ROG.S,2008-05-30T00:00:00Z,11.71001,11.55792,
1985,ROG.S,2008-06-30T00:00:00Z,11.55685,11.48968,
1986,ROG.S,2008-07-30T00:00:00Z,11.52295,11.50722,
1987,ROG.S,2008-08-15T00:00:00Z,11.5071,11.51717,
1988,ROG.S,2008-09-29T00:00:00Z,11.56635,11.49022,
1989,ROG.S,2008-10-30T00:00:00Z,11.61221,11.41785,
1990,ROG.S,2008-11-25T00:00:00Z,11.62673,11.40068,
1991,ROG.S,2008-12-31T00:00:00Z,11.53257,11.41424,
1992,ROG.S,2009-01-30T00:00:00Z,11.57073,11.392,
1993,ROG.S,2009-02-25T00:00:00Z,11.76237,11.82106,
1994,ROG.S,2009-03-31T00:00:00Z,11.45813,11.43599,
1995,ROG.S,2009-04-30T00:00:00Z,11.43406,11.11698,
1996,ROG.S,2009-05-29T00:00:00Z,11.37655,11.15646,
1997,ROG.S,2009-06-30T00:00:00Z,11.44008,11.1001,
1998,ROG.S,2009-07-31T00:00:00Z,11.48225,10.95745,
1999,ROG.S,2009-08-22T00:00:00Z,11.76766,10.79289,
2000,ROG.S,2009-09-29T00:00:00Z,11.8175,10.65272,
2001,ROG.S,2009-10-22T00:00:00Z,11.96186,10.77564,
2002,ROG.S,2009-11-27T00:00:00Z,12.01876,10.55967,
2003,ROG.S,2009-12-23T00:00:00Z,12.02168,10.55322,
2004,ROG.S,2010-01-29T00:00:00Z,11.89873,10.47086,
2005,ROG.S,2010-02-26T00:00:00Z,13.24669,12.7452,
2006,ROG.S,2010-03-30T00:00:00Z,13.18669,12.72122,
2007,ROG.S,2010-04-27T00:00:00Z,13.31643,12.79226,
2008,ROG.S,2010-05-27T00:00:00Z,13.289,12.77559,
2009,ROG.S,2010-06-30T00:00:00Z,13.32089,12.79271,
2010,ROG.S,2010-07-29T00:00:00Z,13.39297,12.69031,
2011,ROG.S,2010-08-30T00:00:00Z,13.30418,12.58365,
2012,ROG.S,2010-09-27T00:00:00Z,13.28418,12.5987,
2013,ROG.S,2010-10-26T00:00:00Z,13.14815,12.34004,
2014,ROG.S,2010-11-29T00:00:00Z,13.01821,12.07448,
2015,ROG.S,2010-12-20T00:00:00Z,12.99358,12.00126,
2016,ROG.S,2011-01-31T00:00:00Z,12.73477,11.62515,
2017,ROG.S,2011-02-25T00:00:00Z,13.56777,12.74452,
2018,ROG.S,2011-03-31T00:00:00Z,13.50447,12.55688,
2019,ROG.S,2011-04-29T00:00:00Z,13.26539,12.39962,
2020,ROG.S,2011-05-31T00:00:00Z,13.2151,12.31583,
2021,ROG.S,2011-06-30T00:00:00Z,13.10281,12.27604,
2022,ROG.S,2011-07-28T00:00:00Z,12.71181,12.05856,
2023,ROG.S,2011-08-23T00:00:00Z,12.62588,11.97078,
2024,ROG.S,2011-09-27T00:00:00Z,12.59738,11.93793,
2025,ROG.S,2011-10-31T00:00:00Z,12.47054,11.55021,
2026,ROG.S,2011-11-29T00:00:00Z,12.45294,11.56257,
2027,ROG.S,2011-12-15T00:00:00Z,12.40991,11.5765,
2028,ROG.S,2012-01-27T00:00:00Z,12.36428,11.52711,
2029,ROG.S,2012-02-29T00:00:00Z,13.55772,13.10467,
2030,ROG.S,2012-03-30T00:00:00Z,13.59663,13.06358,
2031,ROG.S,2012-04-25T00:00:00Z,13.55176,12.96355,
2032,ROG.S,2012-05-31T00:00:00Z,13.5689,12.96586,
2033,ROG.S,2012-06-27T00:00:00Z,13.56545,12.95157,
2034,ROG.S,2012-07-31T00:00:00Z,13.50868,12.26374,
2035,ROG.S,2012-08-31T00:00:00Z,13.57554,11.99132,
2036,ROG.S,2012-09-27T00:00:00Z,13.51807,11.90553,
2037,ROG.S,2012-10-31T00:00:00Z,13.51639,11.69824,
2038,ROG.S,2012-11-22T00:00:00Z,13.51479,11.7,
2039,ROG.S,2012-12-18T00:00:00Z,13.52479,11.60647,
2040,ROG.S,2013-01-31T00:00:00Z,14.97932,14.44641,
2041,ROG.S,2013-02-25T00:00:00Z,14.94632,14.38341,
2042,ROG.S,2013-03-08T00:00:00Z,14.92918,14.29667,
2043,ROG.S,2013-04-24T00:00:00Z,14.95622,14.30947,
2044,ROG.S,2013-05-23T00:00:00Z,15.00152,14.29569,
2045,ROG.S,2013-06-28T00:00:00Z,15.00342,14.33631,
2046,ROG.S,2013-07-30T00:00:00Z,14.99862,14.27113,
2047,ROG.S,2013-08-28T00:00:00Z,15.01977,14.138,
2048,ROG.S,2013-09-22T00:00:00Z,14.99631,14.01057,
2049,ROG.S,2013-10-30T00:00:00Z,14.96342,13.92,
2050,ROG.S,2013-11-29T00:00:00Z,14.93985,13.91567,
2051,ROG.S,2013-12-17T00:00:00Z,14.88726,13.88767,
2052,ROG.S,2014-01-31T00:00:00Z,15.65533,15.27893,-1.275
2053,ROG.S,2014-02-25T00:00:00Z,15.335,14.94233,-1.419
2054,ROG.S,2014-03-21T00:00:00Z,15.20018,14.73406,-1.074
2055,ROG.S,2014-04-28T00:00:00Z,14.9665,14.53875,-1.581
2056,ROG.S,2014-05-19T00:00:00Z,14.97341,14.55938,-1.693
2057,ROG.S,2014-06-27T00:00:00Z,14.96793,14.58059,-1.756
2058,ROG.S,2014-07-29T00:00:00Z,14.83952,14.16356,-0.455
2059,ROG.S,2014-08-30T00:00:00Z,14.85078,14.18582,-0.525
2060,ROG.S,2014-09-22T00:00:00Z,14.82218,14.11641,-0.419
2061,ROG.S,2014-10-29T00:00:00Z,14.83015,13.89025,0.105
2062,ROG.S,2014-11-25T00:00:00Z,14.81264,13.84259,0.331
2063,ROG.S,2014-12-23T00:00:00Z,14.81407,13.79275,0.012
2064,ROG.S,2015-01-30T00:00:00Z,14.37256,13.38019,-4.563
2065,ROG.S,2015-02-26T00:00:00Z,13.94175,13.0102,-1.52
2066,ROG.S,2015-03-31T00:00:00Z,14.05762,13.17487,-0.832
2067,ROG.S,2015-04-30T00:00:00Z,14.2695,13.44127,-0.979
2068,ROG.S,2015-05-20T00:00:00Z,14.32417,13.4806,-1.322
2069,ROG.S,2015-06-30T00:00:00Z,14.35981,13.573,-0.687
2070,ROG.S,2015-07-29T00:00:00Z,14.06041,12.76638,-0.578
2071,ROG.S,2015-08-19T00:00:00Z,14.02936,12.75606,-0.607
2072,ROG.S,2015-09-30T00:00:00Z,14.07627,12.72713,-0.97
2073,ROG.S,2015-10-28T00:00:00Z,14.09855,12.68163,-1.013
2074,ROG.S,2015-11-30T00:00:00Z,14.10783,12.66922,-0.697
2075,ROG.S,2015-12-29T00:00:00Z,14.05603,12.68083,-0.601
2076,ROG.S,2016-01-30T00:00:00Z,15.33203,14.22939,-1.589
2077,ROG.S,2016-02-29T00:00:00Z,14.96363,14.00626,-1.506
2078,ROG.S,2016-03-31T00:00:00Z,14.74453,13.75516,-1.012
2079,ROG.S,2016-04-28T00:00:00Z,14.76406,13.7675,-0.765
2080,ROG.S,2016-05-28T00:00:00Z,14.77558,13.74737,-0.669
2081,ROG.S,2016-06-30T00:00:00Z,14.70447,13.74684,0.092
2082,ROG.S,2016-07-29T00:00:00Z,14.80813,13.43381,0.34
2083,ROG.S,2016-08-19T00:00:00Z,14.81747,13.32619,0.101
2084,ROG.S,2016-09-29T00:00:00Z,14.77843,13.28138,0.468
2085,ROG.S,2016-10-27T00:00:00Z,14.74893,13.06742,-0.094
2086,ROG.S,2016-11-29T00:00:00Z,14.70203,13.05479,-0.25
2087,ROG.S,2016-12-27T00:00:00Z,14.72445,12.93216,-0.391
2088,ROG.S,2017-01-31T00:00:00Z,14.71993,13.01025,0.153
2089,ROG.S,2017-02-28T00:00:00Z,15.48961,13.56124,-0.355
2090,ROG.S,2017-03-31T00:00:00Z,15.39481,13.55511,-0.358
2091,ROG.S,2017-04-28T00:00:00Z,15.4547,13.71772,-0.308
2092,ROG.S,2017-05-29T00:00:00Z,15.43957,13.67761,-0.262
2093,ROG.S,2017-06-29T00:00:00Z,15.38714,13.74045,-0.448
2094,ROG.S,2017-07-31T00:00:00Z,15.4056,13.41941,0.201
2095,ROG.S,2017-08-28T00:00:00Z,15.40487,13.36627,0.243
2096,ROG.S,2017-09-29T00:00:00Z,15.4472,13.39036,0.117
2097,ROG.S,2017-10-29T00:00:00Z,15.48283,13.42276,-0.038
2098,ROG.S,2017-11-22T00:00:00Z,15.48427,13.42286,-0.104
2099,ROG.S,2017-12-25T00:00:00Z,15.48993,13.21368,-0.193
2100,ROG.S,2018-01-31T00:00:00Z,15.46693,13.26094,-0.274
2101,ROG.S,2018-02-21T00:00:00Z,16.50182,14.52571,-0.383
2102,ROG.S,2018-03-27T00:00:00Z,16.48612,14.32743,0.074
2103,ROG.S,2018-04-30T00:00:00Z,16.54019,14.41113,0.158
2104,ROG.S,2018-05-29T00:00:00Z,16.58322,14.44169,0.729
2105,ROG.S,2018-06-26T00:00:00Z,16.57004,14.42069,0.281
2106,ROG.S,2018-07-31T00:00:00Z,17.08833,14.8576,2.01
2107,ROG.S,2018-08-23T00:00:00Z,17.45271,15.04627,0.827
2108,ROG.S,2018-09-27T00:00:00Z,17.32033,15.10447,-1.367
2109,ROG.S,2018-10-29T00:00:00Z,17.62176,15.47931,-0.066
2110,ROG.S,2018-11-27T00:00:00Z,17.64668,15.50977,0.071
2111,ROG.S,2018-12-17T00:00:00Z,17.66908,15.63756,0.579
2112,ROG.S,2019-01-31T00:00:00Z,18.01467,16.12967,1.37
2113,ROG.S,2019-02-26T00:00:00Z,18.30267,16.15267,0.842
2114,ROG.S,2019-03-25T00:00:00Z,18.41226,16.232,0.464
2115,ROG.S,2019-04-30T00:00:00Z,18.58821,16.61458,2.499
2116,ROG.S,2019-05-31T00:00:00Z,18.90388,16.60039,1.432
2117,ROG.S,2019-06-20T00:00:00Z,18.91208,16.60761,1.496
2118,ROG.S,2019-07-30T00:00:00Z,19.05825,16.77461,1.026
2119,ROG.S,2019-08-29T00:00:00Z,19.10208,16.91737,1.035
2120,ROG.S,2019-09-20T00:00:00Z,19.22033,17.04518,0.382
2121,ROG.S,2019-10-26T00:00:00Z,19.68891,17.19467,0.471
2122,ROG.S,2019-11-29T00:00:00Z,19.76463,17.26478,0.673
2123,ROG.S,2019-12-19T00:00:00Z,19.76213,17.40756,0.523
2124,ROG.S,2020-01-31T00:00:00Z,20.42008,17.89782,1.32
2125,ROG.S,2020-02-26T00:00:00Z,20.4585,17.79106,1.228
2126,ROG.S,2020-03-31T00:00:00Z,20.54642,17.82217,0.698
2127,ROG.S,2020-04-30T00:00:00Z,19.957,17.49082,1.759
2128,ROG.S,2020-05-29T00:00:00Z,20.07879,17.75135,2.09
2129,ROG.S,2020-06-27T00:00:00Z,20.10744,17.8822,2.259
2130,ROG.S,2020-07-30T00:00:00Z,19.95575,17.77013,-1.806
2131,ROG.S,2020-08-31T00:00:00Z,19.94396,17.76394,-1.949
2132,ROG.S,2020-09-30T00:00:00Z,19.78816,17.77733,-1.518
2133,ROG.S,2020-10-30T00:00:00Z,19.62725,17.42222,-1.012
2134,ROG.S,2020-11-27T00:00:00Z,19.57892,17.40705,-1.086
2135,ROG.S,2020-12-17T00:00:00Z,19.51019,17.17538,-0.777
2136,ROG.S,2021-01-26T00:00:00Z,19.3727,16.95,0.328
2137,ROG.S,2021-02-24T00:00:00Z,19.86693,17.77691,-2.536
2138,ROG.S,2021-03-30T00:00:00Z,19.62173,17.61046,-1.071
2139,ROG.S,2021-04-28T00:00:00Z,19.80177,17.59609,0.148
2140,ROG.S,2021-05-28T00:00:00Z,19.801,17.62257,0.145
2141,ROG.S,2021-06-30T00:00:00Z,19.73832,17.60452,0.349
2142,ROG.S,2021-07-31T00:00:00Z,19.91469,17.67418,0.291
2143,ROG.S,2021-08-20T00:00:00Z,19.93358,17.64646,0.506
2144,ROG.S,2021-09-30T00:00:00Z,19.79725,17.72057,0.876
2145,ROG.S,2021-10-28T00:00:00Z,20.15833,17.88325,1.104
2146,ROG.S,2021-11-29T00:00:00Z,20.2193,17.9403,1.024
2147,ROG.S,2021-12-28T00:00:00Z,20.28096,18.0419,0.589
2148,ROG.S,2022-01-31T00:00:00Z,20.34496,17.88347,0.509
2149,ROG.S,2022-02-28T00:00:00Z,20.63584,18.84663,0.551
2150,ROG.S,2022-03-31T00:00:00Z,20.55579,18.55068,0.091
2151,ROG.S,2022-04-28T00:00:00Z,20.63171,18.63147,0.724
2152,ROG.S,2022-05-26T00:00:00Z,20.69904,18.73342,0.422
2153,ROG.S,2022-06-27T00:00:00Z,20.69704,18.73342,0.36
2154,ROG.S,2022-07-26T00:00:00Z,20.86276,18.80053,0.603
2155,ROG.S,2022-08-22T00:00:00Z,20.94308,18.74167,0.628
2156,ROG.S,2022-09-29T00:00:00Z,21.00087,18.87829,-0.217
2157,ROG.S,2022-10-27T00:00:00Z,20.77959,18.792,-0.354
2158,ROG.S,2022-11-15T00:00:00Z,20.74096,18.77638,-0.372
2159,ROG.S,2022-12-14T00:00:00Z,20.71477,18.746,-0.389
