,Instrument,Date,Earnings Per Share - Mean,Earnings Per Share Reported - Mean,Earnings Per Share - Predicted Surprise PCT
1560,NVO,2009-01-30T00:00:00Z,3.33856,,
1561,NVO,2009-01-30T00:00:00Z,3.33856,,
1562,NVO,2009-03-26T00:00:00Z,3.35561,,
1563,NVO,2009-04-30T00:00:00Z,3.38527,,
1564,NVO,2009-05-05T00:00:00Z,3.45548,,
1565,NVO,2009-06-28T00:00:00Z,3.37158,,
1566,NVO,2009-07-21T00:00:00Z,3.35325,,
1567,NVO,2009-08-10T00:00:00Z,3.52618,,
1568,NVO,2009-09-23T00:00:00Z,3.43611,,
1569,NVO,2009-10-30T00:00:00Z,3.45569,,
1570,NVO,2009-11-03T00:00:00Z,3.42885,3.31902,
1571,NVO,2009-12-17T00:00:00Z,3.48096,3.31902,
1572,NVO,2010-01-26T00:00:00Z,3.50815,3.31902,
1573,NVO,2010-02-09T00:00:00Z,4.41192,4.41192,
1574,NVO,2010-02-09T00:00:00Z,4.41192,4.41192,
1575,NVO,2010-04-28T00:00:00Z,4.46006,4.46006,
1576,NVO,2010-05-12T00:00:00Z,4.56806,4.56806,
1577,NVO,2010-06-21T00:00:00Z,4.60205,4.56806,
1578,NVO,2010-07-26T00:00:00Z,4.48822,4.56806,
1579,NVO,2010-08-06T00:00:00Z,4.49151,4.53116,
1580,NVO,2010-09-03T00:00:00Z,4.54994,4.25698,
1581,NVO,2010-10-28T00:00:00Z,4.70084,4.77463,
1582,NVO,2010-11-09T00:00:00Z,4.84376,5.09006,
1583,NVO,2010-11-09T00:00:00Z,4.84376,5.09006,
1584,NVO,2011-01-25T00:00:00Z,5.01269,5.01269,
1585,NVO,2011-02-14T00:00:00Z,5.8657,5.82585,
1586,NVO,2011-03-21T00:00:00Z,5.78421,5.78635,
1587,NVO,2011-04-29T00:00:00Z,5.64203,5.52465,
1588,NVO,2011-05-16T00:00:00Z,5.94225,5.87425,
1589,NVO,2011-06-20T00:00:00Z,5.8267,5.8267,
1590,NVO,2011-07-26T00:00:00Z,5.75425,5.73025,
1591,NVO,2011-08-15T00:00:00Z,5.81203,5.73082,
1592,NVO,2011-09-12T00:00:00Z,6.00648,5.9219,
1593,NVO,2011-10-30T00:00:00Z,5.80489,5.7233,
1594,NVO,2011-11-07T00:00:00Z,5.9319,5.84822,
1595,NVO,2011-11-07T00:00:00Z,5.9319,5.84822,
1596,NVO,2012-01-30T00:00:00Z,6.0406,5.95338,
1597,NVO,2012-02-15T00:00:00Z,6.94661,6.94661,
1598,NVO,2012-02-15T00:00:00Z,6.94661,6.94661,
1599,NVO,2012-04-30T00:00:00Z,7.03145,7.03891,
1600,NVO,2012-05-17T00:00:00Z,7.32336,7.04536,
1601,NVO,2012-06-28T00:00:00Z,7.23651,7.31973,
1602,NVO,2012-07-18T00:00:00Z,7.28093,7.28093,
1603,NVO,2012-08-20T00:00:00Z,7.44666,7.35769,
1604,NVO,2012-09-12T00:00:00Z,7.29151,7.20606,
1605,NVO,2012-10-31T00:00:00Z,7.29953,7.21433,
1606,NVO,2012-11-01T00:00:00Z,7.56294,7.56294,
1607,NVO,2012-12-11T00:00:00Z,7.58132,7.58132,
1608,NVO,2013-01-31T00:00:00Z,9.01964,9.01964,
1609,NVO,2013-02-13T00:00:00Z,9.21041,9.21041,
1610,NVO,2013-03-18T00:00:00Z,9.36656,9.36656,
1611,NVO,2013-04-29T00:00:00Z,9.34561,9.34561,
1612,NVO,2013-05-13T00:00:00Z,9.28904,9.28904,
1613,NVO,2013-06-16T00:00:00Z,9.09074,9.09074,
1614,NVO,2013-07-08T00:00:00Z,9.32988,9.32988,
1615,NVO,2013-08-09T00:00:00Z,9.35238,9.35238,
1616,NVO,2013-09-13T00:00:00Z,9.46882,9.37008,
1617,NVO,2013-10-25T00:00:00Z,9.26921,9.22452,
1618,NVO,2013-11-07T00:00:00Z,9.28541,9.32272,
1619,NVO,2013-12-10T00:00:00Z,9.27431,9.35049,
1620,NVO,2014-01-30T00:00:00Z,10.36414,10.36022,0.056
1621,NVO,2014-02-04T00:00:00Z,10.39802,10.29998,-0.009
1622,NVO,2014-03-19T00:00:00Z,10.19714,10.23649,0.212
1623,NVO,2014-04-25T00:00:00Z,10.14542,10.12213,-0.102
1624,NVO,2014-05-16T00:00:00Z,10.2593,10.19825,-0.061
1625,NVO,2014-06-16T00:00:00Z,10.11988,9.97605,-1.356
1626,NVO,2014-07-08T00:00:00Z,10.10515,9.98029,-1.057
1627,NVO,2014-08-08T00:00:00Z,10.17601,9.99312,-1.815
1628,NVO,2014-09-11T00:00:00Z,10.4162,10.37751,-2.717
1629,NVO,2014-10-31T00:00:00Z,10.59097,10.59097,-5.261
1630,NVO,2014-11-07T00:00:00Z,10.36174,10.36174,-4.707
1631,NVO,2014-12-08T00:00:00Z,10.3184,10.3184,-5.261
1632,NVO,2015-01-30T00:00:00Z,12.62921,12.62921,-5.391
1633,NVO,2015-02-20T00:00:00Z,12.60208,12.60208,-5.2
1634,NVO,2015-03-26T00:00:00Z,11.64696,11.64696,0.181
1635,NVO,2015-04-08T00:00:00Z,11.81958,11.81958,0.267
1636,NVO,2015-05-01T00:00:00Z,12.07834,12.08923,1.275
1637,NVO,2015-05-01T00:00:00Z,12.07834,12.08923,1.275
1638,NVO,2015-07-15T00:00:00Z,12.30822,12.30822,8.492
1639,NVO,2015-08-26T00:00:00Z,13.09162,13.09162,0.156
1640,NVO,2015-09-07T00:00:00Z,13.32385,13.32385,0.054
1641,NVO,2015-10-29T00:00:00Z,13.69054,13.69054,0.487
1642,NVO,2015-11-25T00:00:00Z,13.77288,13.77288,-0.384
1643,NVO,2015-12-09T00:00:00Z,13.59546,13.59546,0.252
1644,NVO,2016-01-27T00:00:00Z,13.55719,13.55719,-0.253
1645,NVO,2016-02-08T00:00:00Z,14.91645,8.58149,0.007
1646,NVO,2016-02-08T00:00:00Z,14.91645,8.58149,0.007
1647,NVO,2016-04-29T00:00:00Z,15.11322,15.11322,0.167
1648,NVO,2016-05-02T00:00:00Z,14.95049,15.19762,0.163
1649,NVO,2016-05-02T00:00:00Z,14.95049,15.19762,0.163
1650,NVO,2016-07-15T00:00:00Z,15.25097,15.09579,-0.002
1651,NVO,2016-08-16T00:00:00Z,15.0623,15.18616,-0.041
1652,NVO,2016-09-28T00:00:00Z,15.16595,15.16595,0.108
1653,NVO,2016-10-31T00:00:00Z,15.18318,15.18318,-0.258
1654,NVO,2016-11-29T00:00:00Z,15.50206,15.50206,-0.734
1655,NVO,2016-11-29T00:00:00Z,15.50206,15.50206,-0.734
1656,NVO,2016-11-29T00:00:00Z,15.50206,15.4867,-0.734
1657,NVO,2017-02-27T00:00:00Z,15.09832,15.06048,0
1658,NVO,2017-02-27T00:00:00Z,15.09832,15.06048,0
1659,NVO,2017-04-19T00:00:00Z,14.76399,14.76101,0.257
1660,NVO,2017-05-22T00:00:00Z,14.61518,14.91123,0
1661,NVO,2017-05-22T00:00:00Z,14.61518,14.91123,0
1662,NVO,2017-05-22T00:00:00Z,14.61518,14.91123,0
1663,NVO,2017-08-09T00:00:00Z,15.23998,15.25804,0
1664,NVO,2017-08-09T00:00:00Z,15.23998,15.25804,0
1665,NVO,2017-08-09T00:00:00Z,15.23998,15.25804,0
1666,NVO,2017-08-09T00:00:00Z,15.23998,15.25804,0
1667,NVO,2017-08-09T00:00:00Z,15.23998,15.25804,
1668,NVO,2017-08-09T00:00:00Z,15.23998,15.25804,
1669,NVO,2018-02-05T00:00:00Z,15.92803,15.92803,0.044
1670,NVO,2018-03-09T00:00:00Z,16.04157,16.04157,0.082
1671,NVO,2018-04-23T00:00:00Z,16.10237,16.10237,0.218
1672,NVO,2018-05-29T00:00:00Z,16.12945,16.12945,-0.075
1673,NVO,2018-05-29T00:00:00Z,16.12945,16.12945,-0.075
1674,NVO,2018-07-11T00:00:00Z,16.07283,16.07283,-0.024
1675,NVO,2018-08-09T00:00:00Z,16.3114,16.3114,0.016
1676,NVO,2018-09-10T00:00:00Z,16.39676,16.39676,0.045
1677,NVO,2018-10-11T00:00:00Z,16.44859,16.44859,0.078
1678,NVO,2018-11-23T00:00:00Z,16.52421,16.52421,-0.076
1679,NVO,2018-12-03T00:00:00Z,16.31243,16.56156,0.038
1680,NVO,2019-01-23T00:00:00Z,16.19129,16.43414,0.016
1681,NVO,2019-02-03T00:00:00Z,16.3053,16.3053,0.027
1682,NVO,2019-02-03T00:00:00Z,16.3053,16.3053,0.027
1683,NVO,2019-04-30T00:00:00Z,16.5657,16.5657,-0.026
1684,NVO,2019-05-08T00:00:00Z,16.33972,16.2997,0.013
1685,NVO,2019-06-18T00:00:00Z,16.30274,16.2628,0.061
1686,NVO,2019-07-08T00:00:00Z,16.24795,16.20807,0.045
1687,NVO,2019-08-09T00:00:00Z,16.35704,16.35704,0.032
1688,NVO,2019-09-12T00:00:00Z,16.47152,16.47152,-0.005
1689,NVO,2019-10-23T00:00:00Z,16.35803,16.35803,0.04
1690,NVO,2019-11-18T00:00:00Z,16.27562,16.27562,0.078
1691,NVO,2019-12-06T00:00:00Z,16.00917,16.00917,0.08
1692,NVO,2020-01-29T00:00:00Z,16.06416,16.06416,0.307
1693,NVO,2020-02-26T00:00:00Z,17.7848,17.7848,0.208
1694,NVO,2020-03-16T00:00:00Z,17.84131,17.84131,0.364
1695,NVO,2020-04-23T00:00:00Z,18.2383,18.2383,0.043
1696,NVO,2020-05-15T00:00:00Z,17.84858,17.41217,0.052
1697,NVO,2020-06-29T00:00:00Z,17.82386,17.38773,0.16
1698,NVO,2020-07-10T00:00:00Z,17.83404,17.40808,0.145
1699,NVO,2020-08-06T00:00:00Z,18.04464,17.93619,-0.19
1700,NVO,2020-09-07T00:00:00Z,18.01593,17.89791,-0.992
1701,NVO,2020-10-30T00:00:00Z,18.05166,17.97888,-0.66
1702,NVO,2020-11-22T00:00:00Z,17.89889,17.96556,0.031
1703,NVO,2020-12-22T00:00:00Z,17.91742,17.98409,0.058
1704,NVO,2021-01-15T00:00:00Z,17.8727,17.93936,0.085
1705,NVO,2021-02-09T00:00:00Z,18.82527,18.79904,0.076
1706,NVO,2021-03-12T00:00:00Z,18.81345,18.81345,0.195
1707,NVO,2021-04-16T00:00:00Z,18.86635,18.83302,0.571
1708,NVO,2021-05-25T00:00:00Z,19.16836,19.16836,0.03
1709,NVO,2021-06-28T00:00:00Z,19.15413,19.15413,0.078
1710,NVO,2021-07-23T00:00:00Z,19.06921,19.06921,0.19
1711,NVO,2021-08-05T00:00:00Z,19.90206,19.90206,1.855
1712,NVO,2021-09-30T00:00:00Z,20.23613,19.93613,0.143
1713,NVO,2021-10-29T00:00:00Z,20.23144,19.93144,0.209
1714,NVO,2021-11-04T00:00:00Z,20.46104,20.16104,0.825
1715,NVO,2021-12-23T00:00:00Z,20.64437,20.16104,-0.045
1716,NVO,2022-01-24T00:00:00Z,20.70874,20.7381,-0.003
1717,NVO,2022-02-08T00:00:00Z,22.05123,22.02685,0.159
1718,NVO,2022-02-08T00:00:00Z,22.05123,22.02685,0.159
1719,NVO,2022-04-29T00:00:00Z,22.64407,22.91611,1.983
1720,NVO,2022-05-16T00:00:00Z,23.78056,23.97407,0.016
1721,NVO,2022-06-28T00:00:00Z,23.7156,23.88747,-0.052
1722,NVO,2022-06-28T00:00:00Z,23.7156,23.7156,-0.052
1723,NVO,2022-08-05T00:00:00Z,23.79699,23.80327,1.485
1724,NVO,2022-09-19T00:00:00Z,23.82513,23.85392,1.64
1725,NVO,2022-10-11T00:00:00Z,23.97465,23.97465,0.528
1726,NVO,2022-11-21T00:00:00Z,24.38115,24.60821,1.224
1727,NVO,2022-12-15T00:00:00Z,24.39263,24.53927,0.18
1728,NVS,2005-01-31T00:00:00Z,2.69714,,
1729,NVS,2005-02-28T00:00:00Z,2.7,,
1730,NVS,2005-03-16T00:00:00Z,2.68167,,
1731,NVS,2005-04-22T00:00:00Z,2.69667,,
1732,NVS,2005-05-26T00:00:00Z,2.70833,,
1733,NVS,2005-06-22T00:00:00Z,2.712,,
1734,NVS,2005-07-28T00:00:00Z,2.70143,,
1735,NVS,2005-08-19T00:00:00Z,2.70429,,
1736,NVS,2005-09-21T00:00:00Z,2.71375,,
1737,NVS,2005-10-25T00:00:00Z,2.743,,
1738,NVS,2005-11-01T00:00:00Z,2.747,,
1739,NVS,2005-11-01T00:00:00Z,2.747,,
1740,NVS,2006-01-19T00:00:00Z,3.13286,,
1741,NVS,2006-02-21T00:00:00Z,3.13286,,
1742,NVS,2006-03-16T00:00:00Z,3.08429,,
1743,NVS,2006-04-25T00:00:00Z,3.11286,,
1744,NVS,2006-05-25T00:00:00Z,3.10167,,
1745,NVS,2006-05-25T00:00:00Z,3.10167,,
1746,NVS,2006-07-25T00:00:00Z,3.03,,
1747,NVS,2006-08-01T00:00:00Z,3.04143,,
1748,NVS,2006-08-01T00:00:00Z,3.04143,,
1749,NVS,2006-10-24T00:00:00Z,3.1,,
1750,NVS,2006-10-24T00:00:00Z,3.1,,
1751,NVS,2006-12-19T00:00:00Z,3.08,,
1752,NVS,2007-01-19T00:00:00Z,3.42429,,
1753,NVS,2007-02-26T00:00:00Z,3.39857,,
1754,NVS,2007-03-30T00:00:00Z,3.37286,,
1755,NVS,2007-04-26T00:00:00Z,3.37429,,
1756,NVS,2007-05-31T00:00:00Z,3.34333,,
1757,NVS,2007-06-12T00:00:00Z,3.274,,
1758,NVS,2007-07-24T00:00:00Z,3.27333,,
1759,NVS,2007-07-24T00:00:00Z,3.27333,,
1760,NVS,2007-09-13T00:00:00Z,3.28167,,
1761,NVS,2007-10-23T00:00:00Z,3.288,,
1762,NVS,2007-11-14T00:00:00Z,3.286,,
1763,NVS,2007-12-14T00:00:00Z,3.258,,
1764,NVS,2008-01-23T00:00:00Z,3.55,,
1765,NVS,2008-02-29T00:00:00Z,3.53333,,
1766,NVS,2008-03-07T00:00:00Z,3.53,,
1767,NVS,2008-04-23T00:00:00Z,3.675,3.66,
1768,NVS,2008-05-30T00:00:00Z,3.65,,
1769,NVS,2008-05-30T00:00:00Z,3.65,,
1770,NVS,2008-07-18T00:00:00Z,3.73,,
1771,NVS,2008-08-07T00:00:00Z,3.78,,
1772,NVS,2008-09-08T00:00:00Z,3.77333,,
1773,NVS,2008-10-21T00:00:00Z,3.67333,,
1774,NVS,2008-11-13T00:00:00Z,3.69667,3.76,
1775,NVS,2008-11-13T00:00:00Z,3.69667,3.76,
1776,NVS,2009-01-30T00:00:00Z,3.772,3.725,
1777,NVS,2009-01-30T00:00:00Z,3.772,3.725,
1778,NVS,2009-03-04T00:00:00Z,3.672,3.525,
1779,NVS,2009-04-24T00:00:00Z,3.568,3.51,
1780,NVS,2009-05-26T00:00:00Z,3.47667,3.51,
1781,NVS,2009-06-15T00:00:00Z,3.5375,3.49667,
1782,NVS,2009-07-29T00:00:00Z,3.5825,3.58667,
1783,NVS,2009-08-13T00:00:00Z,3.6025,3.61333,
1784,NVS,2009-09-14T00:00:00Z,3.66333,3.7,
1785,NVS,2009-10-23T00:00:00Z,4.11,3.64,
1786,NVS,2009-10-23T00:00:00Z,4.11,3.745,
1787,NVS,2009-12-14T00:00:00Z,3.97667,3.745,
1788,NVS,2010-01-27T00:00:00Z,4.54275,4.825,
1789,NVS,2010-02-12T00:00:00Z,4.78,4.825,
1790,NVS,2010-03-31T00:00:00Z,4.8,4.66333,
1791,NVS,2010-04-22T00:00:00Z,4.73667,4.5075,
1792,NVS,2010-04-22T00:00:00Z,4.73667,4.19,
1793,NVS,2010-06-04T00:00:00Z,4.62333,4.32,
1794,NVS,2010-07-16T00:00:00Z,5.00667,4.41,
1795,NVS,2010-07-16T00:00:00Z,5.00667,4.41,
1796,NVS,2010-09-20T00:00:00Z,4.99,4.40667,
1797,NVS,2010-10-27T00:00:00Z,5.25,4.55667,
1798,NVS,2010-11-09T00:00:00Z,5.25,4.55667,
1799,NVS,2010-11-09T00:00:00Z,5.25,4.55667,
1800,NVS,2011-01-26T00:00:00Z,5.418,4.53,
1801,NVS,2011-02-14T00:00:00Z,5.32,4.65333,
1802,NVS,2011-03-09T00:00:00Z,5.31333,4.65333,
1803,NVS,2011-04-25T00:00:00Z,5.39833,4.74,
1804,NVS,2011-05-23T00:00:00Z,5.526,4.74,
1805,NVS,2011-06-13T00:00:00Z,5.52,4.74,
1806,NVS,2011-07-28T00:00:00Z,5.565,4.74,
1807,NVS,2011-08-10T00:00:00Z,5.57,4.7225,
1808,NVS,2011-08-10T00:00:00Z,5.57,4.7225,
1809,NVS,2011-10-31T00:00:00Z,5.536,4.78333,
1810,NVS,2011-11-28T00:00:00Z,5.52,4.605,
1811,NVS,2011-12-21T00:00:00Z,5.545,4.605,
1812,NVS,2012-01-30T00:00:00Z,5.435,4.46333,
1813,NVS,2012-02-27T00:00:00Z,5.34667,4.01667,
1814,NVS,2012-02-27T00:00:00Z,5.34667,4.01667,
1815,NVS,2012-04-24T00:00:00Z,5.41333,3.97667,
1816,NVS,2012-05-08T00:00:00Z,5.35833,3.91667,
1817,NVS,2012-06-04T00:00:00Z,5.355,3.91667,
1818,NVS,2012-07-25T00:00:00Z,5.26667,3.92333,
1819,NVS,2012-08-20T00:00:00Z,5.25167,3.92333,
1820,NVS,2012-09-12T00:00:00Z,5.255,4.215,
1821,NVS,2012-10-31T00:00:00Z,5.22167,3.975,
1822,NVS,2012-11-28T00:00:00Z,5.21333,4.11,
1823,NVS,2012-12-11T00:00:00Z,5.21667,4.115,
1824,NVS,2013-01-29T00:00:00Z,5.164,3.62,
1825,NVS,2013-02-25T00:00:00Z,5.066,3.62,
1826,NVS,2013-03-28T00:00:00Z,5.05,3.62,
1827,NVS,2013-04-29T00:00:00Z,5.104,3.655,
1828,NVS,2013-04-29T00:00:00Z,5.104,3.655,
1829,NVS,2013-04-29T00:00:00Z,5.104,3.655,
1830,NVS,2013-07-24T00:00:00Z,5.14667,3.675,
1831,NVS,2013-08-30T00:00:00Z,5.1125,3.675,
1832,NVS,2013-09-23T00:00:00Z,5.1225,3.67,
1833,NVS,2013-10-24T00:00:00Z,5.1325,3.68,
1834,NVS,2013-11-22T00:00:00Z,5.1225,3.66,
1835,NVS,2013-12-10T00:00:00Z,5.136,3.665,
1836,NVS,2014-01-29T00:00:00Z,5.43667,4.2,-0.587
1837,NVS,2014-02-14T00:00:00Z,5.372,4.38,-2.892
1838,NVS,2014-03-17T00:00:00Z,5.294,4.115,-0.933
1839,NVS,2014-04-25T00:00:00Z,5.234,3.94667,-1.071
1840,NVS,2014-05-30T00:00:00Z,5.25,3.96,-1.424
1841,NVS,2014-06-12T00:00:00Z,5.21667,3.96,-0.789
1842,NVS,2014-07-18T00:00:00Z,5.13667,3.91,0.195
1843,NVS,2014-08-29T00:00:00Z,5.16,3.91,0.147
1844,NVS,2014-08-29T00:00:00Z,5.16,3.91,0.147
1845,NVS,2014-10-29T00:00:00Z,5.226,3.83,1.128
1846,NVS,2014-11-21T00:00:00Z,5.242,3.895,0.583
1847,NVS,2014-12-02T00:00:00Z,5.242,3.9,0.591
1848,NVS,2015-01-29T00:00:00Z,5.28,5.155,-0.751
1849,NVS,2015-02-19T00:00:00Z,5.212,4.96,0.286
1850,NVS,2015-02-19T00:00:00Z,5.212,4.96,0.286
1851,NVS,2015-04-30T00:00:00Z,5.18,7.92,-0.133
1852,NVS,2015-05-09T00:00:00Z,5.17,7.92,-0.058
1853,NVS,2015-05-09T00:00:00Z,5.17,7.92,-0.067
1854,NVS,2015-07-22T00:00:00Z,5.14667,7.82,-0.371
1855,NVS,2015-07-22T00:00:00Z,5.14667,7.82,-0.549
1856,NVS,2015-09-30T00:00:00Z,5.15333,7.81,-0.49
1857,NVS,2015-10-29T00:00:00Z,5.11667,7.47,-0.391
1858,NVS,2015-10-29T00:00:00Z,5.11667,7.47,-0.391
1859,NVS,2015-12-08T00:00:00Z,5.04,7.51,-0.23
1860,NVS,2016-01-27T00:00:00Z,5.04571,3.79,-1.824
1861,NVS,2016-02-23T00:00:00Z,5.05875,3.684,-1.998
1862,NVS,2016-03-31T00:00:00Z,5.005,3.68567,-1.327
1863,NVS,2016-04-26T00:00:00Z,4.82344,3.55501,-1.363
1864,NVS,2016-05-27T00:00:00Z,4.80677,3.50535,-1.611
1865,NVS,2016-06-30T00:00:00Z,4.82264,3.44595,-1.766
1866,NVS,2016-07-27T00:00:00Z,4.73117,3.35019,-0.509
1867,NVS,2016-08-24T00:00:00Z,4.72777,3.30244,-0.398
1868,NVS,2016-09-19T00:00:00Z,4.71901,3.35406,-0.657
1869,NVS,2016-10-31T00:00:00Z,4.72059,3.24267,-0.349
1870,NVS,2016-11-29T00:00:00Z,4.72219,3.3513,-0.365
1871,NVS,2016-12-05T00:00:00Z,4.72939,3.3513,-0.396
1872,NVS,2017-01-31T00:00:00Z,4.7405,3.34778,-0.527
1873,NVS,2017-02-20T00:00:00Z,4.74844,3.08077,-0.635
1874,NVS,2017-03-28T00:00:00Z,4.6991,3.18928,-0.154
1875,NVS,2017-04-28T00:00:00Z,4.71949,3.15658,-0.638
1876,NVS,2017-05-30T00:00:00Z,4.71754,3.21816,-0.581
1877,NVS,2017-06-23T00:00:00Z,4.70765,3.21979,-0.47
1878,NVS,2017-07-25T00:00:00Z,4.76891,3.30695,-0.352
1879,NVS,2017-08-31T00:00:00Z,4.74687,3.32178,0.134
1880,NVS,2017-09-26T00:00:00Z,4.74948,3.32462,0.216
1881,NVS,2017-10-31T00:00:00Z,4.80899,3.34015,0.073
1882,NVS,2017-11-22T00:00:00Z,4.81645,3.34619,-0.07
1883,NVS,2017-12-28T00:00:00Z,4.81708,3.34542,-0.055
1884,NVS,2018-01-31T00:00:00Z,5.38109,3.92534,0.606
1885,NVS,2018-02-21T00:00:00Z,5.39308,3.8327,-0.024
1886,NVS,2018-03-28T00:00:00Z,5.36303,4.0047,-0.033
1887,NVS,2018-04-25T00:00:00Z,5.29355,4.95251,0.105
1888,NVS,2018-05-25T00:00:00Z,5.27324,4.98451,0.424
1889,NVS,2018-06-29T00:00:00Z,5.27453,4.88947,-0.579
1890,NVS,2018-07-23T00:00:00Z,5.21136,5.62645,-0.527
1891,NVS,2018-08-17T00:00:00Z,5.2093,5.81928,-0.142
1892,NVS,2018-09-27T00:00:00Z,5.20708,5.82845,-0.187
1893,NVS,2018-10-25T00:00:00Z,5.17809,5.35212,-0.417
1894,NVS,2018-11-26T00:00:00Z,5.17919,5.36503,-0.303
1895,NVS,2018-12-17T00:00:00Z,5.19251,5.38029,-0.332
1896,NVS,2019-01-31T00:00:00Z,5.47904,3.83296,-0.392
1897,NVS,2019-02-27T00:00:00Z,5.46169,3.83287,-0.701
1898,NVS,2019-03-26T00:00:00Z,5.43581,3.78846,-0.359
1899,NVS,2019-04-26T00:00:00Z,5.05046,3.88609,-0.847
1900,NVS,2019-05-29T00:00:00Z,5.02515,3.88453,-0.027
1901,NVS,2019-05-29T00:00:00Z,5.02515,3.89158,-0.032
1902,NVS,2019-07-25T00:00:00Z,5.11351,4.5189,0.442
1903,NVS,2019-08-30T00:00:00Z,5.13437,4.52461,0.385
1904,NVS,2019-09-18T00:00:00Z,5.14267,4.52192,0.019
1905,NVS,2019-10-31T00:00:00Z,5.25078,4.24489,0.153
1906,NVS,2019-11-25T00:00:00Z,5.24397,4.28612,0.242
1907,NVS,2019-12-16T00:00:00Z,5.2475,4.1617,0.246
1908,NVS,2020-01-31T00:00:00Z,5.71593,4.20627,0.498
1909,NVS,2020-02-26T00:00:00Z,5.74529,4.20866,0.302
1910,NVS,2020-03-31T00:00:00Z,5.72584,4.11966,0.394
1911,NVS,2020-04-30T00:00:00Z,5.69636,4.06587,-0.179
1912,NVS,2020-05-18T00:00:00Z,5.70238,4.05347,0.081
1913,NVS,2020-06-26T00:00:00Z,5.68529,4.0771,0.198
1914,NVS,2020-07-28T00:00:00Z,5.71227,3.8898,-0.382
1915,NVS,2020-08-24T00:00:00Z,5.71217,3.92281,-0.341
1916,NVS,2020-09-29T00:00:00Z,5.71046,3.90721,0.011
1917,NVS,2020-10-30T00:00:00Z,5.77309,3.80332,0.199
1918,NVS,2020-11-25T00:00:00Z,5.78471,3.86594,-0.063
1919,NVS,2020-12-16T00:00:00Z,5.78406,3.87148,0.178
1920,NVS,2021-01-29T00:00:00Z,6.39767,4.50033,0.006
1921,NVS,2021-02-19T00:00:00Z,6.38847,4.52608,0.214
1922,NVS,2021-03-23T00:00:00Z,6.37078,4.66699,0.182
1923,NVS,2021-04-30T00:00:00Z,6.31156,4.5569,-0.154
1924,NVS,2021-05-20T00:00:00Z,6.30033,4.49785,-0.187
1925,NVS,2021-06-10T00:00:00Z,6.14088,4.47603,-2.399
1926,NVS,2021-07-29T00:00:00Z,6.1645,4.5951,2.642
1927,NVS,2021-08-24T00:00:00Z,6.312,4.55583,-0.11
1928,NVS,2021-09-06T00:00:00Z,6.31138,4.64449,-0.128
1929,NVS,2021-10-31T00:00:00Z,6.31038,4.61976,0.21
1930,NVS,2021-11-29T00:00:00Z,6.3224,4.6176,-0.001
1931,NVS,2021-12-24T00:00:00Z,6.35261,6.63262,-0.235
1932,NVS,2022-01-31T00:00:00Z,6.33079,7.86348,-0.213
1933,NVS,2022-02-28T00:00:00Z,6.41205,4.70057,-0.799
1934,NVS,2022-03-22T00:00:00Z,6.37014,4.56779,-1.594
1935,NVS,2022-04-29T00:00:00Z,6.25852,4.49429,-0.739
1936,NVS,2022-05-23T00:00:00Z,6.2176,4.478,-1.07
1937,NVS,2022-06-28T00:00:00Z,6.20065,4.34671,-0.955
1938,NVS,2022-07-31T00:00:00Z,6.1128,4.26086,-1.158
1939,NVS,2022-08-28T00:00:00Z,6.1243,4.258,-1.018
1940,NVS,2022-09-29T00:00:00Z,6.0823,4.16514,-0.658
1941,NVS,2022-10-31T00:00:00Z,6.05274,3.98585,-0.354
1942,NVS,2022-11-23T00:00:00Z,6.063,3.93892,-0.198
1943,NVS,2022-12-19T00:00:00Z,6.03394,3.8386,-0.445
1944,ROG.S,2005-01-26T00:00:00Z,5.25372,6.31825,
1945,ROG.S,2005-02-28T00:00:00Z,5.92883,5.17849,
1946,ROG.S,2005-03-30T00:00:00Z,5.85331,5.41811,
1947,ROG.S,2005-04-29T00:00:00Z,5.92877,5.67121,
1948,ROG.S,2005-05-27T00:00:00Z,5.97437,5.90561,
1949,ROG.S,2005-06-27T00:00:00Z,5.8745,5.92228,
1950,ROG.S,2005-07-27T00:00:00Z,5.98953,6.08333,
1951,ROG.S,2005-08-17T00:00:00Z,6.1236,6.4,
1952,ROG.S,2005-09-30T00:00:00Z,6.36462,6.15728,
1953,ROG.S,2005-10-26T00:00:00Z,6.46744,6.33523,
1954,ROG.S,2005-11-28T00:00:00Z,6.51256,6.39832,
1955,ROG.S,2005-12-30T00:00:00Z,6.54192,6.48395,
1956,ROG.S,2006-01-31T00:00:00Z,6.54884,6.45701,
1957,ROG.S,2006-02-28T00:00:00Z,8.24685,7.93229,
1958,ROG.S,2006-03-29T00:00:00Z,8.25567,8.04445,
1959,ROG.S,2006-04-28T00:00:00Z,8.34133,8.10043,
1960,ROG.S,2006-05-26T00:00:00Z,8.42149,8.19072,
1961,ROG.S,2006-06-29T00:00:00Z,8.49467,8.23048,
1962,ROG.S,2006-07-28T00:00:00Z,9.01526,8.71808,
1963,ROG.S,2006-08-29T00:00:00Z,9.15253,8.66102,
1964,ROG.S,2006-09-22T00:00:00Z,9.25282,8.77099,
1965,ROG.S,2006-10-26T00:00:00Z,9.3296,8.85265,
1966,ROG.S,2006-11-28T00:00:00Z,9.33591,8.88541,
1967,ROG.S,2006-12-22T00:00:00Z,9.33259,8.63275,
1968,ROG.S,2007-01-31T00:00:00Z,9.38732,9.01743,
